genre1,genre2,similarity,criterion,co_occurrences
Mainstage,Techno (Raw - Deep - Hypnotic),-0.11950228299979448,frequent_cooccurrence,3.0
Nu Disco - Disco,Trance (Raw - Deep - Hypnotic),-0.12105994099707762,frequent_cooccurrence,3.0
Afro House,Hard Techno,-0.12329726092415982,frequent_cooccurrence,5.0
Bass - Club,Drum & Bass,-0.12530346713589569,frequent_cooccurrence,3.0
Amapiano,Funky House,-0.1255113549798903,frequent_cooccurrence,5.0
Dance - Pop,Deep House,-0.1267840319928628,frequent_cooccurrence,5.0
Funky House,Indie Dance,-0.13063551992971,frequent_cooccurrence,5.0
Deep House,Electronica,-0.13241187350821026,frequent_cooccurrence,5.0
Bass House,Techno (Raw - Deep - Hypnotic),-0.13304413614181732,frequent_cooccurrence,3.0
Dance - Pop,Tech House,-0.13706308307293158,frequent_cooccurrence,5.0
Minimal - Deep Tech,Trap - Future Bass,-0.13877431195246182,frequent_cooccurrence,4.0
Electro (Classic - Detroit - Modern),Trap - Future Bass,-0.14022819422665966,frequent_cooccurrence,4.0
House,Trance (Raw - Deep - Hypnotic),-0.14099718877203982,frequent_cooccurrence,3.0
Nu Disco - Disco,Trap - Future Bass,-0.146431245654008,frequent_cooccurrence,5.0
Electro (Classic - Detroit - Modern),Techno (Peak Time - Driving),-0.14655849962544631,frequent_cooccurrence,4.0
140 - Deep Dubstep - Grime,Ambient - Experimental,-0.14666376675732318,frequent_cooccurrence,5.0
Bass - Club,Funky House,-0.14680411336649635,frequent_cooccurrence,5.0
DJ Tools,Deep House,-0.1507112265486874,frequent_cooccurrence,3.0
Psy-Trance,UK Garage - Bassline,-0.15225560743101907,frequent_cooccurrence,4.0
140 - Deep Dubstep - Grime,Electronica,-0.15322243770543964,frequent_cooccurrence,4.0
Afro House,House,-0.15332968174966832,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,Nu Disco - Disco,-0.15342613068522848,frequent_cooccurrence,6.0
Dance - Pop,Trap - Future Bass,-0.15476811869854412,frequent_cooccurrence,5.0
Afro House,Electro (Classic - Detroit - Modern),-0.15531149293220614,frequent_cooccurrence,4.0
Electronica,House,-0.15605639865048526,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,Hard Techno,-0.15848856152775426,frequent_cooccurrence,5.0
Amapiano,Dance - Pop,-0.15923021500533352,frequent_cooccurrence,5.0
Hard Techno,Nu Disco - Disco,-0.16162836708216233,frequent_cooccurrence,5.0
Bass - Club,Trance (Raw - Deep - Hypnotic),-0.16170567986254225,frequent_cooccurrence,3.0
Downtempo,House,-0.163195761395309,frequent_cooccurrence,5.0
Bass House,Hard Dance - Hardcore - Neo Rave,-0.1639620071148018,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,DJ Tools,-0.16532536550285548,frequent_cooccurrence,3.0
Progressive House,Tech House,-0.1680076589198769,frequent_cooccurrence,4.0
140 - Deep Dubstep - Grime,Indie Dance,-0.16871108539999313,frequent_cooccurrence,5.0
Downtempo,Techno (Peak Time - Driving),-0.16978714489843227,frequent_cooccurrence,5.0
Electro (Classic - Detroit - Modern),Nu Disco - Disco,-0.17054497011083436,frequent_cooccurrence,6.0
DJ Tools,Trance (Main Floor),-0.1719256068855315,frequent_cooccurrence,3.0
Afro House,Techno (Raw - Deep - Hypnotic),-0.17367560859962894,frequent_cooccurrence,3.0
Drum & Bass,Nu Disco - Disco,-0.175140793160115,frequent_cooccurrence,3.0
140 - Deep Dubstep - Grime,Deep House,-0.1759484747094031,frequent_cooccurrence,5.0
Tech House,Trance (Raw - Deep - Hypnotic),-0.1764061415128806,frequent_cooccurrence,3.0
Downtempo,Jackin House,-0.177556383096386,frequent_cooccurrence,5.0
Funky House,Techno (Peak Time - Driving),-0.17978250567035015,frequent_cooccurrence,5.0
Hard Dance - Hardcore - Neo Rave,Progressive House,-0.18159205868473838,frequent_cooccurrence,4.0
Minimal - Deep Tech,Progressive House,-0.18454814619474402,frequent_cooccurrence,5.0
Drum & Bass,House,-0.18505816590709578,frequent_cooccurrence,3.0
Hard Techno,House,-0.18896707383802247,frequent_cooccurrence,5.0
Bass House,Melodic House & Techno,-0.18981671399936517,frequent_cooccurrence,5.0
House,Trance (Main Floor),-0.19044022561913687,frequent_cooccurrence,5.0
Electro (Classic - Detroit - Modern),Electronica,-0.1939749664618009,frequent_cooccurrence,4.0
Bass House,Nu Disco - Disco,-0.20218780278287452,frequent_cooccurrence,5.0
Jackin House,Progressive House,-0.2040955493705292,frequent_cooccurrence,4.0
Nu Disco - Disco,Techno (Raw - Deep - Hypnotic),-0.21129259124913036,frequent_cooccurrence,4.0
House,Trap - Future Bass,-0.2171512128998676,frequent_cooccurrence,5.0
Organic House,UK Garage - Bassline,-0.222463160810908,frequent_cooccurrence,4.0
Bass - Club,Electronica,-0.2242674025874638,frequent_cooccurrence,5.0
Dance - Pop,Techno (Raw - Deep - Hypnotic),-0.22851180252751768,frequent_cooccurrence,3.0
Funky House,Trance (Raw - Deep - Hypnotic),-0.22852166892011616,frequent_cooccurrence,3.0
Bass - Club,Dubstep,-0.22922208210738337,frequent_cooccurrence,3.0
Amapiano,Trance (Main Floor),-0.22963306865691369,frequent_cooccurrence,5.0
Dubstep,Jackin House,-0.2321554088350426,frequent_cooccurrence,3.0
Dubstep,Nu Disco - Disco,-0.23917907684190154,frequent_cooccurrence,3.0
Melodic House & Techno,Techno (Raw - Deep - Hypnotic),-0.2398289420250117,frequent_cooccurrence,3.0
Afro House,Bass - Club,-0.23986177376804685,frequent_cooccurrence,5.0
Ambient - Experimental,Drum & Bass,-0.24120966689226164,frequent_cooccurrence,3.0
Afro House,Hard Dance - Hardcore - Neo Rave,-0.2416667965220698,frequent_cooccurrence,5.0
Downtempo,Trap - Future Bass,-0.24846866539449852,frequent_cooccurrence,5.0
Bass House,Organic House,-0.25243445315594526,frequent_cooccurrence,4.0
Techno (Raw - Deep - Hypnotic),UK Garage - Bassline,-0.25294973571306434,frequent_cooccurrence,3.0
House,Mainstage,-0.253458437921509,frequent_cooccurrence,5.0
Tech House,Techno (Peak Time - Driving),-0.25677842630904246,frequent_cooccurrence,5.0
Hard Techno,Jackin House,-0.26046864312934104,frequent_cooccurrence,5.0
House,Melodic House & Techno,-0.2617950389671344,frequent_cooccurrence,5.0
Hard Dance - Hardcore - Neo Rave,UK Garage - Bassline,-0.26315102993338324,frequent_cooccurrence,5.0
Psy-Trance,Trap - Future Bass,-0.263264426456304,frequent_cooccurrence,4.0
Ambient - Experimental,Trap - Future Bass,-0.2667738178258645,frequent_cooccurrence,5.0
DJ Tools,Indie Dance,-0.26774164596820293,frequent_cooccurrence,4.0
140 - Deep Dubstep - Grime,Techno (Raw - Deep - Hypnotic),-0.2678648327558888,frequent_cooccurrence,3.0
140 - Deep Dubstep - Grime,Nu Disco - Disco,-0.26883608694209205,frequent_cooccurrence,5.0
Dubstep,Electronica,-0.2701454565848391,frequent_cooccurrence,3.0
140 - Deep Dubstep - Grime,Mainstage,-0.2704170015037388,frequent_cooccurrence,4.0
DJ Tools,Progressive House,-0.27400485212208725,frequent_cooccurrence,4.0
Deep House,Psy-Trance,-0.2812342830238461,frequent_cooccurrence,5.0
Afro House,Drum & Bass,-0.28124175869796963,frequent_cooccurrence,3.0
Afro House,Funky House,-0.2812478224949113,frequent_cooccurrence,5.0
Jackin House,Trance (Raw - Deep - Hypnotic),-0.2845318629346629,frequent_cooccurrence,3.0
Mainstage,Nu Disco - Disco,-0.28923151089662325,frequent_cooccurrence,5.0
Electronica,Minimal - Deep Tech,-0.2900099599393451,frequent_cooccurrence,4.0
140 - Deep Dubstep - Grime,Funky House,-0.2900564384139632,frequent_cooccurrence,4.0
Afro House,Minimal - Deep Tech,-0.290214951833333,frequent_cooccurrence,4.0
DJ Tools,Electro (Classic - Detroit - Modern),-0.2921224439442778,frequent_cooccurrence,4.0
Funky House,Melodic House & Techno,-0.29363270463062774,frequent_cooccurrence,5.0
Hard Techno,Organic House,-0.29404623729893276,frequent_cooccurrence,4.0
140 - Deep Dubstep - Grime,Afro House,-0.29434890354791454,frequent_cooccurrence,4.0
Amapiano,Trance (Raw - Deep - Hypnotic),-0.2998462072512169,frequent_cooccurrence,3.0
Afro House,Tech House,-0.3011071917110546,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,Melodic House & Techno,-0.3039200709088081,frequent_cooccurrence,5.0
Trance (Main Floor),Trap - Future Bass,-0.3040657950277863,frequent_cooccurrence,5.0
Mainstage,Organic House,-0.30635737026768317,frequent_cooccurrence,4.0
Ambient - Experimental,Indie Dance,-0.3063740364082872,frequent_cooccurrence,7.0
Downtempo,Drum & Bass,-0.30908310382306614,frequent_cooccurrence,3.0
140 - Deep Dubstep - Grime,Techno (Peak Time - Driving),-0.30911523698446475,frequent_cooccurrence,4.0
Afro House,UK Garage - Bassline,-0.3108243198557359,frequent_cooccurrence,5.0
Mainstage,UK Garage - Bassline,-0.31223769046520666,frequent_cooccurrence,5.0
Drum & Bass,Minimal - Deep Tech,-0.3169401175440578,frequent_cooccurrence,3.0
Breaks - Breakbeat - UK Bass,Trance (Raw - Deep - Hypnotic),-0.3184706555881376,frequent_cooccurrence,3.0
Dance - Pop,Downtempo,-0.3215409059059784,frequent_cooccurrence,5.0
Techno (Peak Time - Driving),Trap - Future Bass,-0.3217020829166155,frequent_cooccurrence,5.0
Amapiano,Psy-Trance,-0.32803346907231323,frequent_cooccurrence,4.0
Deep House,Trap - Future Bass,-0.3326712432577388,frequent_cooccurrence,5.0
Hard Dance - Hardcore - Neo Rave,Nu Disco - Disco,-0.33475652616932594,frequent_cooccurrence,5.0
Hard Dance - Hardcore - Neo Rave,House,-0.3358291338111874,frequent_cooccurrence,5.0
Dance - Pop,Minimal - Deep Tech,-0.33652705111032555,frequent_cooccurrence,4.0
Bass - Club,Progressive House,-0.33767147025045463,frequent_cooccurrence,6.0
140 - Deep Dubstep - Grime,Hard Techno,-0.337814196926175,frequent_cooccurrence,4.0
140 - Deep Dubstep - Grime,Melodic House & Techno,-0.3383154617417803,frequent_cooccurrence,4.0
Hard Dance - Hardcore - Neo Rave,Tech House,-0.34301113028263774,frequent_cooccurrence,5.0
Electronica,Trap - Future Bass,-0.3439445234332512,frequent_cooccurrence,5.0
Dubstep,House,-0.34407083820441997,frequent_cooccurrence,3.0
Dubstep,Tech House,-0.3451354676723688,frequent_cooccurrence,3.0
Electronica,UK Garage - Bassline,-0.346396524322963,frequent_cooccurrence,5.0
Ambient - Experimental,Electro (Classic - Detroit - Modern),-0.3478989206408838,frequent_cooccurrence,6.0
House,Techno (Peak Time - Driving),-0.34959164811027077,frequent_cooccurrence,5.0
140 - Deep Dubstep - Grime,House,-0.3499483797733678,frequent_cooccurrence,4.0
Hard Dance - Hardcore - Neo Rave,Jackin House,-0.3557585988441947,frequent_cooccurrence,5.0
Electronica,Jackin House,-0.3570583173561508,frequent_cooccurrence,5.0
Afro House,Dubstep,-0.36549593017368864,frequent_cooccurrence,3.0
Mainstage,Tech House,-0.36625717822739934,frequent_cooccurrence,5.0
Downtempo,Hard Techno,-0.36701465603011196,frequent_cooccurrence,5.0
Melodic House & Techno,Trap - Future Bass,-0.3692984701983888,frequent_cooccurrence,5.0
Amapiano,Mainstage,-0.37115219345299666,frequent_cooccurrence,5.0
Bass - Club,Hard Dance - Hardcore - Neo Rave,-0.3723847814036543,frequent_cooccurrence,5.0
Afro House,Trap - Future Bass,-0.37827900061605724,frequent_cooccurrence,5.0
Melodic House & Techno,Tech House,-0.37914518906934624,frequent_cooccurrence,5.0
Trance (Raw - Deep - Hypnotic),UK Garage - Bassline,-0.3804238242406335,frequent_cooccurrence,3.0
Bass House,Hard Techno,-0.3846832371696074,frequent_cooccurrence,5.0
Minimal - Deep Tech,Techno (Peak Time - Driving),-0.38493631863461,frequent_cooccurrence,4.0
Electronica,Funky House,-0.3852101462242399,frequent_cooccurrence,5.0
Drum & Bass,Electronica,-0.38529060380906666,frequent_cooccurrence,3.0
Ambient - Experimental,House,-0.38623024744433976,frequent_cooccurrence,5.0
140 - Deep Dubstep - Grime,Dance - Pop,-0.38684230681008613,frequent_cooccurrence,4.0
Amapiano,Techno (Raw - Deep - Hypnotic),-0.38881952765191397,frequent_cooccurrence,3.0
Indie Dance,Trap - Future Bass,-0.3892289538818594,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,Electronica,-0.3905021122806185,frequent_cooccurrence,5.0
Downtempo,Hard Dance - Hardcore - Neo Rave,-0.39384397406571914,frequent_cooccurrence,5.0
Bass - Club,Techno (Peak Time - Driving),-0.39999013804599604,frequent_cooccurrence,5.0
Afro House,Jackin House,-0.40059617514422063,frequent_cooccurrence,5.0
Downtempo,Dubstep,-0.401305616349124,frequent_cooccurrence,3.0
Breaks - Breakbeat - UK Bass,Progressive House,-0.4019898936486761,frequent_cooccurrence,5.0
Ambient - Experimental,Bass - Club,-0.4020808200671391,frequent_cooccurrence,7.0
Downtempo,Mainstage,-0.40263661254331384,frequent_cooccurrence,5.0
Ambient - Experimental,Deep House,-0.40676780717066197,frequent_cooccurrence,6.0
Electro (Classic - Detroit - Modern),Trance (Main Floor),-0.4087433395692299,frequent_cooccurrence,5.0
Techno (Peak Time - Driving),UK Garage - Bassline,-0.41058272086071623,frequent_cooccurrence,5.0
Amapiano,Hard Techno,-0.41173034898909644,frequent_cooccurrence,5.0
Downtempo,Trance (Main Floor),-0.41396759470430267,frequent_cooccurrence,6.0
Bass House,Trance (Raw - Deep - Hypnotic),-0.4140247346929069,frequent_cooccurrence,3.0
Jackin House,Techno (Peak Time - Driving),-0.41504569560872695,frequent_cooccurrence,5.0
Jackin House,Trance (Main Floor),-0.4152367355898665,frequent_cooccurrence,5.0
Hard Dance - Hardcore - Neo Rave,Organic House,-0.41610254564731086,frequent_cooccurrence,4.0
Indie Dance,Trance (Main Floor),-0.41867419512870807,frequent_cooccurrence,6.0
Afro House,Breaks - Breakbeat - UK Bass,-0.418829182582491,frequent_cooccurrence,5.0
Deep House,Techno (Peak Time - Driving),-0.41971577530669024,frequent_cooccurrence,5.0
140 - Deep Dubstep - Grime,Organic House,-0.42125780886319664,frequent_cooccurrence,4.0
Electro (Classic - Detroit - Modern),Hard Dance - Hardcore - Neo Rave,-0.42619490784650216,frequent_cooccurrence,4.0
Deep House,Drum & Bass,-0.42792647680087503,frequent_cooccurrence,3.0
Indie Dance,Mainstage,-0.42917911306896905,frequent_cooccurrence,5.0
Drum & Bass,Indie Dance,-0.43016741166950667,frequent_cooccurrence,3.0
Electro (Classic - Detroit - Modern),Melodic House & Techno,-0.43037992979906914,frequent_cooccurrence,4.0
Amapiano,Techno (Peak Time - Driving),-0.432451174771844,frequent_cooccurrence,5.0
Amapiano,Hard Dance - Hardcore - Neo Rave,-0.4329901546903039,frequent_cooccurrence,5.0
Bass House,Electronica,-0.4338604956681733,frequent_cooccurrence,5.0
Deep House,Melodic House & Techno,-0.4343373764480465,frequent_cooccurrence,5.0
Jackin House,Mainstage,-0.4344710073022524,frequent_cooccurrence,5.0
Ambient - Experimental,Funky House,-0.4398754031604355,frequent_cooccurrence,5.0
Hard Dance - Hardcore - Neo Rave,Minimal - Deep Tech,-0.4408550899760506,frequent_cooccurrence,4.0
Nu Disco - Disco,Techno (Peak Time - Driving),-0.4421909510144415,frequent_cooccurrence,5.0
Hard Techno,Tech House,-0.4432141973578003,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,Organic House,-0.44397047824110136,frequent_cooccurrence,5.0
DJ Tools,Psy-Trance,-0.44490471513446694,frequent_cooccurrence,3.0
Electro (Classic - Detroit - Modern),Hard Techno,-0.449036715854884,frequent_cooccurrence,4.0
Dance - Pop,Indie Dance,-0.45013477256174994,frequent_cooccurrence,5.0
Hard Techno,Indie Dance,-0.4551823051181296,frequent_cooccurrence,5.0
Electronica,Tech House,-0.45920488308199503,frequent_cooccurrence,5.0
House,Psy-Trance,-0.4644153404974569,frequent_cooccurrence,4.0
Hard Techno,UK Garage - Bassline,-0.4646864750757611,frequent_cooccurrence,5.0
Bass House,Progressive House,-0.4687425119827051,frequent_cooccurrence,4.0
Techno (Raw - Deep - Hypnotic),Trap - Future Bass,-0.46973166238412944,frequent_cooccurrence,3.0
Afro House,Bass House,-0.47252067995728164,frequent_cooccurrence,5.0
Jackin House,Psy-Trance,-0.48300494385807813,frequent_cooccurrence,4.0
Breaks - Breakbeat - UK Bass,Downtempo,-0.4846986933190298,frequent_cooccurrence,6.0
Hard Dance - Hardcore - Neo Rave,Indie Dance,-0.48779427552382737,frequent_cooccurrence,5.0
Deep House,Hard Techno,-0.4921754848381452,frequent_cooccurrence,5.0
Hard Techno,Minimal - Deep Tech,-0.4924647102225346,frequent_cooccurrence,4.0
140 - Deep Dubstep - Grime,Trance (Main Floor),-0.5075945224061251,frequent_cooccurrence,5.0
Melodic House & Techno,UK Garage - Bassline,-0.5113580653796985,frequent_cooccurrence,5.0
Ambient - Experimental,Minimal - Deep Tech,-0.5122596762155669,frequent_cooccurrence,6.0
Dance - Pop,Electro (Classic - Detroit - Modern),-0.5140046694837119,frequent_cooccurrence,4.0
Funky House,Psy-Trance,-0.5167471487664046,frequent_cooccurrence,4.0
Downtempo,Funky House,-0.5235885122418638,frequent_cooccurrence,5.0
Electro (Classic - Detroit - Modern),Mainstage,-0.5329124998989556,frequent_cooccurrence,4.0
Bass House,Trance (Main Floor),-0.5394500462281306,frequent_cooccurrence,5.0
Bass - Club,Hard Techno,-0.5400119790369384,frequent_cooccurrence,5.0
Melodic House & Techno,Minimal - Deep Tech,-0.5443563366137583,frequent_cooccurrence,4.0
Jackin House,Melodic House & Techno,-0.5495418868828503,frequent_cooccurrence,5.0
Tech House,Trance (Main Floor),-0.5500828544727303,frequent_cooccurrence,5.0
Ambient - Experimental,Breaks - Breakbeat - UK Bass,-0.5510710429041059,frequent_cooccurrence,6.0
Bass - Club,Dance - Pop,-0.5546121301942577,frequent_cooccurrence,5.0
Dubstep,Indie Dance,-0.5572095076620158,frequent_cooccurrence,3.0
Deep House,Trance (Main Floor),-0.5634906815073237,frequent_cooccurrence,6.0
Ambient - Experimental,Jackin House,-0.5720076390194313,frequent_cooccurrence,5.0
Ambient - Experimental,UK Garage - Bassline,-0.5750498572788065,frequent_cooccurrence,5.0
Trance (Main Floor),UK Garage - Bassline,-0.5782001043762262,frequent_cooccurrence,5.0
Organic House,Trap - Future Bass,-0.5803416751316441,frequent_cooccurrence,4.0
Nu Disco - Disco,Psy-Trance,-0.589528774181105,frequent_cooccurrence,5.0
Progressive House,UK Garage - Bassline,-0.5978101844817878,frequent_cooccurrence,4.0
Deep House,Hard Dance - Hardcore - Neo Rave,-0.6074013837040826,frequent_cooccurrence,5.0
Ambient - Experimental,Bass House,-0.615065550622313,frequent_cooccurrence,5.0
Mainstage,Minimal - Deep Tech,-0.6218626127739528,frequent_cooccurrence,4.0
Deep House,Mainstage,-0.6368131332266533,frequent_cooccurrence,5.0
Deep House,Dubstep,-0.6412734862008014,frequent_cooccurrence,3.0
Ambient - Experimental,Tech House,-0.6482479388844333,frequent_cooccurrence,5.0
Bass - Club,Melodic House & Techno,-0.6562979804529501,frequent_cooccurrence,5.0
140 - Deep Dubstep - Grime,Progressive House,-0.6656201457651645,frequent_cooccurrence,4.0
Bass - Club,Mainstage,-0.6744967874393066,frequent_cooccurrence,5.0
Minimal - Deep Tech,Trance (Main Floor),-0.687566062486455,frequent_cooccurrence,5.0
Trance (Raw - Deep - Hypnotic),Trap - Future Bass,-0.7052457244500279,frequent_cooccurrence,3.0
Progressive House,Trap - Future Bass,-0.7314730766219153,frequent_cooccurrence,4.0
Bass - Club,Trance (Main Floor),-0.7665770652978496,frequent_cooccurrence,6.0
